n,kappa,z_transform
3.890000000000000000e+02,1.614165399145230273e+00,1.735553630794999265e+02
3.900000000000000000e+02,1.291888254032796901e+01,6.106113985680274858e-01
3.910000000000000000e+02,3.231106912748523463e+00,7.772322382265710417e+01
3.920000000000000000e+02,9.697468948416231527e+00,3.072610007068679927e+00
3.930000000000000000e+02,3.233868863295703111e+00,7.801297665480805676e+01
3.940000000000000000e+02,3.235244572124894802e+00,7.815770334129821606e+01
3.950000000000000000e+02,3.236616793728980035e+00,7.830233063730774745e+01
3.960000000000000000e+02,1.457093495584125797e+01,2.714293846886273731e-01
3.970000000000000000e+02,1.619675422833287248e+00,1.766373161843447974e+02
3.980000000000000000e+02,3.240712710870229607e+00,7.873561936949879225e+01
3.990000000000000000e+02,6.484142317183479776e+00,1.559406289713353999e+01
4.000000000000000000e+02,1.216284827227473109e+01,9.139681188637577280e-01
4.010000000000000000e+02,1.622388934947731620e+00,1.781751329978463332e+02
4.020000000000000000e+02,6.492252334624263987e+00,1.564773098212224411e+01
4.030000000000000000e+02,3.247471114918103474e+00,7.945580892141170182e+01
4.040000000000000000e+02,4.873219093975762028e+00,3.533257457684931779e+01
4.050000000000000000e+02,8.125377567474993512e+00,6.967094524167046998e+00
4.060000000000000000e+02,6.502972048590591747e+00,1.571895227027738429e+01
4.070000000000000000e+02,3.252817737471065840e+00,8.003022026912155695e+01
4.080000000000000000e+02,1.301658473054303400e+01,6.083376590648785776e-01
4.090000000000000000e+02,1.627735687894726224e+00,1.812445659093305039e+02
4.100000000000000000e+02,6.513586665630016093e+00,1.578979470947793118e+01
4.110000000000000000e+02,3.258112069479212280e+00,8.060310559749943593e+01
4.120000000000000000e+02,4.889141402150859683e+00,3.574651022438358439e+01
4.130000000000000000e+02,3.260739944217097452e+00,8.088898191051889341e+01
4.140000000000000000e+02,9.786147339762189645e+00,3.104312593577636115e+00
4.150000000000000000e+02,3.263355123858439732e+00,8.117448375401436067e+01
4.160000000000000000e+02,9.793973973699879210e+00,3.107126280368473381e+00
4.170000000000000000e+02,3.265957730472185183e+00,8.145961341965264069e+01
4.180000000000000000e+02,6.534508713120438017e+00,1.593036563023426666e+01
4.190000000000000000e+02,1.634273942187539408e+00,1.850699661208503528e+02
4.200000000000000000e+02,1.961902997212831323e+01,2.306912178818050496e-02
4.210000000000000000e+02,1.635562852082521168e+00,1.858335550279783490e+02
4.220000000000000000e+02,3.272410025367570086e+00,8.217082412068094754e+01
4.230000000000000000e+02,4.910536960130637674e+00,3.631038174917846106e+01
4.240000000000000000e+02,6.549939125358628544e+00,1.603484060339191686e+01
4.250000000000000000e+02,4.914367211097730781e+00,3.641226117447278909e+01
4.260000000000000000e+02,6.555034110130059766e+00,1.606948755925109396e+01
4.270000000000000000e+02,3.278786319733134391e+00,8.287975756399588079e+01
4.280000000000000000e+02,4.920078923037553231e+00,3.656471608631321146e+01
4.290000000000000000e+02,6.562631911597191170e+00,1.612129329581845383e+01
4.300000000000000000e+02,6.565152709629759720e+00,1.613851827125817096e+01
4.310000000000000000e+02,1.641916913036196579e+00,1.896441902467231557e+02
4.320000000000000000e+02,1.642544191570649303e+01,1.171505558100273264e-01
4.330000000000000000e+02,1.643170019748815047e+00,1.904048734971338206e+02
4.340000000000000000e+02,6.575177617048327150e+00,1.620720223059119647e+01
4.350000000000000000e+02,6.577669407022542991e+00,1.622431961868427308e+01
4.360000000000000000e+02,4.935116606486662505e+00,3.696915587943717441e+01
4.370000000000000000e+02,3.291317924071780698e+00,8.429092711504922875e+01
4.380000000000000000e+02,6.585110551543025714e+00,1.627554435105840724e+01
4.390000000000000000e+02,1.646894902843063946e+00,1.926840809847344644e+02
4.400000000000000000e+02,1.318008610662612590e+01,6.045515554856493168e-01
4.410000000000000000e+02,7.416563515731395384e+00,1.081315142217893843e+01
4.420000000000000000e+02,6.594953185383704231e+00,1.634354943270254168e+01
4.430000000000000000e+02,1.649349981502238549e+00,1.942012085951857614e+02
4.440000000000000000e+02,9.899761724609589919e+00,3.145408278870218233e+00
4.450000000000000000e+02,3.301138440699487031e+00,8.541357635030313133e+01
4.460000000000000000e+02,3.302353572821246530e+00,8.555352176144107545e+01
4.470000000000000000e+02,3.303565983480210022e+00,8.569338226753880861e+01
4.480000000000000000e+02,1.156671489693773580e+01,1.379106442408932542e+00
4.490000000000000000e+02,1.652991344490148728e+00,1.964734318891701150e+02
4.500000000000000000e+02,1.488234153556812345e+01,2.639691113826180824e-01
4.510000000000000000e+02,3.308388653531611379e+00,8.625198004891879577e+01
4.520000000000000000e+02,4.964381456557360295e+00,3.776910542169250107e+01
4.530000000000000000e+02,3.310783972187262503e+00,8.653077572509054960e+01
4.540000000000000000e+02,3.311977668664209506e+00,8.667004858400794376e+01
4.550000000000000000e+02,6.626337477488291938e+00,1.656229423640292708e+01
4.560000000000000000e+02,1.325742877583606472e+01,6.027687961580621145e-01
4.570000000000000000e+02,1.657771522882489412e+00,1.994966869555565836e+02
4.580000000000000000e+02,3.316726305543069575e+00,8.722631224630524116e+01
4.590000000000000000e+02,6.635813969199714890e+00,1.662891795861818522e+01
4.600000000000000000e+02,9.957255282504281269e+00,3.166411248227995134e+00
4.610000000000000000e+02,1.660130322703674777e+00,2.010056227693769415e+02
4.620000000000000000e+02,1.328573459761862097e+01,6.021176579156684028e-01
4.630000000000000000e+02,1.661302058587561747e+00,2.017594255045201521e+02
4.640000000000000000e+02,8.309430149156431966e+00,7.280281125827021249e+00
4.650000000000000000e+02,6.649874975480276618e+00,1.672826690942833494e+01
4.660000000000000000e+02,3.326100412210883928e+00,8.833491369282155858e+01
4.670000000000000000e+02,1.663630421904199297e+00,2.032657114844420221e+02
4.680000000000000000e+02,1.497788456938826585e+01,2.617215860814263717e-01
4.690000000000000000e+02,3.329574270974285266e+00,8.874930816126710909e+01
4.700000000000000000e+02,6.661454575335577388e+00,1.681052884446003048e+01
4.710000000000000000e+02,3.331877853739479978e+00,8.902517252908917555e+01
4.720000000000000000e+02,6.666051959168746599e+00,1.684330091610367219e+01
4.730000000000000000e+02,3.334171675531483192e+00,8.930072001484847988e+01
4.740000000000000000e+02,6.670629903688761075e+00,1.687599790043340775e+01
4.750000000000000000e+02,5.004683728082617300e+00,3.889917102528447401e+01
4.760000000000000000e+02,1.001278285889373620e+01,3.186829147436185838e+00
4.770000000000000000e+02,5.008095546965119382e+00,3.899637594816113761e+01
4.780000000000000000e+02,3.339864063765507041e+00,8.998821349691372973e+01
4.790000000000000000e+02,1.670497696804355892e+00,2.077741659034076633e+02
4.800000000000000000e+02,2.005274618433197276e+01,2.122475715599060272e-02
4.810000000000000000e+02,3.343250984925956626e+00,9.039977492639673073e+01
4.820000000000000000e+02,3.344375265980009004e+00,9.053680753012409355e+01
4.830000000000000000e+02,6.690994433832433863e+00,1.702221808184095764e+01
4.840000000000000000e+02,7.529887906589554092e+00,1.121375279817297432e+01
4.850000000000000000e+02,3.347734166929634103e+00,9.094744456905200991e+01
4.860000000000000000e+02,1.004654755531619159e+01,3.199308991216540221e+00
4.870000000000000000e+02,1.674980955680701822e+00,2.107712970179240131e+02
4.880000000000000000e+02,6.702144710200822253e+00,1.710281467349780726e+01
4.890000000000000000e+02,3.352180525667431521e+00,9.149389297772160035e+01
4.900000000000000000e+02,1.005985929705061466e+01,3.204242594831620661e+00
4.910000000000000000e+02,1.677195042189833840e+00,2.122673588349103682e+02
4.920000000000000000e+02,1.006647447279122431e+01,3.206697143251083570e+00
4.930000000000000000e+02,3.356590661121131358e+00,9.203913283219394259e+01
4.940000000000000000e+02,6.715375208030220477e+00,1.719894273737420676e+01
4.950000000000000000e+02,1.007634698586189081e+01,3.210363817927390784e+00
4.960000000000000000e+02,8.399687109728599665e+00,7.438969802567228840e+00
4.970000000000000000e+02,3.360965158727183155e+00,9.258317657890302144e+01
4.980000000000000000e+02,6.724106563947679582e+00,1.726267739580612215e+01
4.990000000000000000e+02,1.681569611212076598e+00,2.152545519049310769e+02
5.000000000000000000e+02,1.009266896645417155e+01,3.216435038054693329e+00
5.010000000000000000e+02,3.365304589843098437e+00,9.312603643706448509e+01
5.020000000000000000e+02,3.366384034134854986e+00,9.326156782980582705e+01
5.030000000000000000e+02,1.683730665138673865e+00,2.167457131326617628e+02
5.040000000000000000e+02,2.021121892082071270e+01,2.058828215743963713e-02
5.050000000000000000e+02,3.369609512195303580e+00,9.366772440460299265e+01
5.060000000000000000e+02,6.741360829769392993e+00,1.738932051705121040e+01
5.070000000000000000e+02,5.057623804880229557e+00,4.043513564361125390e+01
5.080000000000000000e+02,5.059223828450966742e+00,4.048248993554611275e+01
5.090000000000000000e+02,1.686940235154659851e+00,2.189794520093482504e+02
5.100000000000000000e+02,1.349977186205554958e+01,5.972167266164359889e-01
5.110000000000000000e+02,3.376003379433666129e+00,9.447808477732898780e+01
5.120000000000000000e+02,8.442654300516574395e+00,7.515724868552561055e+00
5.130000000000000000e+02,6.756235991846229361e+00,1.749924696177063055e+01
5.140000000000000000e+02,3.379172214626192883e+00,9.488229829589052144e+01
5.150000000000000000e+02,3.380224384312035202e+00,9.501689410816639736e+01
5.160000000000000000e+02,1.014382353879084064e+01,3.235537275022051240e+00
5.170000000000000000e+02,3.382322608384392026e+00,9.528587374229063300e+01
5.180000000000000000e+02,6.766737357064032565e+00,1.757726953651518897e+01
5.190000000000000000e+02,3.384412731185336920e+00,9.555457187942117514e+01
5.200000000000000000e+02,1.354181909644568904e+01,5.962586457665152162e-01
5.210000000000000000e+02,1.693247407516287106e+00,2.234362945818237449e+02
5.220000000000000000e+02,1.016259858488001377e+01,3.242576712731736421e+00
5.230000000000000000e+02,1.694284460763754163e+00,2.241777432114973010e+02
5.240000000000000000e+02,5.084404503487698790e+00,4.123508338928974126e+01
5.250000000000000000e+02,1.017190533469854330e+01,3.246071822277318386e+00
5.260000000000000000e+02,3.391665256754203828e+00,9.649281835275864694e+01
5.270000000000000000e+02,3.392693445349998616e+00,9.662657683225792482e+01
5.280000000000000000e+02,1.696859842385965678e+01,1.091313661670329366e-01
5.290000000000000000e+02,2.546057986797193973e+00,1.481106216961136113e+02
5.300000000000000000e+02,6.791532691114885445e+00,1.776287599286170860e+01
5.310000000000000000e+02,5.095180172322708145e+00,4.156140345708406159e+01
5.320000000000000000e+02,1.019341589286350924e+01,3.254164442158778314e+00
5.330000000000000000e+02,3.398821900986501721e+00,9.742769115414689907e+01
5.340000000000000000e+02,6.799673197629774180e+00,1.782423842255595403e+01
5.350000000000000000e+02,3.400849398236497567e+00,9.769418592182863392e+01
5.360000000000000000e+02,6.803720612683123115e+00,1.785482633745145620e+01
5.370000000000000000e+02,3.402869330180659624e+00,9.796041117175718682e+01
5.380000000000000000e+02,3.403876476765018921e+00,9.809342312637565442e+01
5.390000000000000000e+02,5.107322629600213659e+00,4.193220955647205983e+01
5.400000000000000000e+02,2.043531099611656643e+01,1.972070147866372344e-02
5.410000000000000000e+02,1.703443361258894617e+00,2.308337139371064097e+02
5.420000000000000000e+02,3.407886429418610863e+00,9.862480349622508413e+01
5.430000000000000000e+02,3.408884293540690447e+00,9.875748250997693845e+01
5.440000000000000000e+02,1.022964096499556597e+01,3.267838523483320934e+00
5.450000000000000000e+02,3.410874520535903454e+00,9.902264233068318333e+01
5.460000000000000000e+02,1.364746758743818411e+01,5.938581350807963233e-01
5.470000000000000000e+02,1.706428728653004878e+00,2.330456688704881856e+02
5.480000000000000000e+02,5.120769312762964098e+00,4.234670569912407245e+01
5.490000000000000000e+02,5.122249735596764886e+00,4.239258961410929771e+01
5.500000000000000000e+02,1.024745492860398066e+01,3.274583920775259838e+00
5.510000000000000000e+02,3.416801672444389038e+00,9.981654717504449081e+01
5.520000000000000000e+02,1.367113300913397289e+01,5.933217433172396360e-01
5.530000000000000000e+02,3.418763055506533810e+00,1.000806612918348293e+02
5.540000000000000000e+02,3.419741088533085449e+00,1.002126213686018303e+02
5.550000000000000000e+02,6.841434715495983809e+00,1.814238214358751833e+01
5.560000000000000000e+02,5.132537804252422120e+00,4.271283207743687171e+01
5.570000000000000000e+02,1.711332315055042130e+00,2.367249887627116607e+02
5.580000000000000000e+02,1.027090693756661466e+01,3.283485444109677243e+00
5.590000000000000000e+02,3.424604922986373978e+00,1.008714578438093952e+02
5.600000000000000000e+02,1.712786233858740914e+01,1.068857913031941997e-01
5.610000000000000000e+02,6.853076572460980564e+00,1.823207889639444446e+01
5.620000000000000000e+02,3.427502384673999369e+00,1.012659938595612061e+02
5.630000000000000000e+02,1.714232384581908297e+00,2.389282830184650095e+02
5.640000000000000000e+02,1.028827633734956848e+01,3.290093825709177189e+00
5.650000000000000000e+02,3.430384420583035610e+00,1.016599602342924840e+02
5.660000000000000000e+02,3.431341699582174609e+00,1.017911564374504678e+02
5.670000000000000000e+02,8.580743221918876174e+00,7.767805505536435007e+00
5.680000000000000000e+02,6.866502388188919781e+00,1.833607121889254188e+01
5.690000000000000000e+02,1.717101710743384801e+00,2.411284017018634813e+02
5.700000000000000000e+02,1.374061590734858029e+01,5.917496672841288108e-01
5.710000000000000000e+02,1.718051433003630724e+00,2.418610755047295129e+02
5.720000000000000000e+02,1.031115028448407678e+01,3.298816768373122876e+00
5.730000000000000000e+02,3.437995669099789264e+00,1.027077813839305946e+02
5.740000000000000000e+02,6.877879189185123643e+00,1.842465662848041319e+01
5.750000000000000000e+02,5.159822815569333976e+00,4.357391245157933213e+01
5.760000000000000000e+02,1.806431824139632525e+01,6.883441369797238529e-02
5.770000000000000000e+02,1.720880767823162572e+00,2.440570190432077311e+02
5.780000000000000000e+02,5.164048384685621329e+00,4.370880968163713476e+01
5.790000000000000000e+02,3.443634690224429473e+00,1.034910496816978593e+02
5.800000000000000000e+02,1.033370652762210362e+01,3.307441202177102468e+00
5.810000000000000000e+02,3.445501385635993508e+00,1.037516501488950524e+02
5.820000000000000000e+02,6.892864650090068324e+00,1.854199431690777899e+01
5.830000000000000000e+02,3.447361666274046055e+00,1.040120079166661640e+02
5.840000000000000000e+02,6.896578829601884841e+00,1.857119209600728382e+01
5.850000000000000000e+02,1.034764672822656273e+01,3.312782541157203386e+00
5.860000000000000000e+02,3.450140155519654694e+00,1.044020918178428872e+02
5.870000000000000000e+02,1.725531579263742454e+00,2.477100800348113125e+02
5.880000000000000000e+02,1.553393065709522602e+01,2.490159369752350804e-01
5.890000000000000000e+02,3.452904456673255851e+00,1.047916355570712028e+02
5.900000000000000000e+02,6.907645524925004388e+00,1.865846208785607985e+01
5.910000000000000000e+02,3.454739513118423755e+00,1.050510330201239952e+02
5.920000000000000000e+02,8.639136784748233211e+00,7.876930066640046135e+00
5.930000000000000000e+02,1.728284185018380326e+00,2.498978680241367272e+02
5.940000000000000000e+02,1.382992194694412191e+01,5.897352013441414798e-01
5.950000000000000000e+02,6.916782138352082221e+00,1.873082076496436343e+01
5.960000000000000000e+02,5.188950183764459823e+00,4.451230087730307616e+01
5.970000000000000000e+02,3.460207651863758560e+00,1.058278045111726300e+02
5.980000000000000000e+02,6.922227324679173677e+00,1.877407805675156993e+01
5.990000000000000000e+02,1.731009079506373283e+00,2.520826622090680758e+02
6.000000000000000000e+02,2.077752688160074257e+01,1.846582069688720504e-02
6.010000000000000000e+02,1.731911315563354981e+00,2.528102675492574463e+02
6.020000000000000000e+02,6.929445233184867270e+00,1.883157210789477887e+01
6.030000000000000000e+02,5.198431662458490976e+00,4.482210197843761534e+01
6.040000000000000000e+02,5.199777166825038321e+00,4.486623980632329278e+01
6.050000000000000000e+02,5.201120445376895773e+00,4.491034797492985575e+01
6.060000000000000000e+02,6.936615340621406389e+00,1.888885972530881219e+01
6.070000000000000000e+02,1.734600118136048641e+00,2.549911227969498668e+02
6.080000000000000000e+02,1.041027399896533900e+01,3.336885485182417455e+00
6.090000000000000000e+02,6.941961930577649653e+00,1.893169122873667831e+01
6.100000000000000000e+02,6.943738275957079153e+00,1.894594300550602739e+01
6.110000000000000000e+02,3.472755855839282813e+00,1.076321108576486267e+02
6.120000000000000000e+02,1.563138505633179420e+01,2.468534975495365602e-01
6.130000000000000000e+02,1.737262473041741195e+00,2.571690625145606077e+02
6.140000000000000000e+02,3.475407327913641709e+00,1.080172853862533628e+02
6.150000000000000000e+02,6.952576547617073111e+00,1.901701289405984951e+01
6.160000000000000000e+02,1.390867115373634100e+01,5.879645551046890350e-01
6.170000000000000000e+02,1.739022938216749914e+00,2.586194186046109849e+02
6.180000000000000000e+02,6.957845084854869633e+00,1.905950476672194682e+01
6.190000000000000000e+02,1.739898895507066445e+00,2.593441190807407679e+02
6.200000000000000000e+02,1.044201488030870451e+01,3.349168271626821181e+00
6.210000000000000000e+02,6.963088108495184336e+00,1.910188512231838942e+01
6.220000000000000000e+02,3.482415077980073104e+00,1.090419372611977735e+02
6.230000000000000000e+02,3.483284702477040362e+00,1.091697671686682156e+02
6.240000000000000000e+02,1.742076466113411115e+01,1.028758906737215623e-01
6.250000000000000000e+02,4.356274714620232302e+00,7.078267677389889911e+01
6.260000000000000000e+02,3.485885225330475290e+00,1.095529241907220097e+02
6.270000000000000000e+02,6.973498595107495923e+00,1.918631458934714118e+01
6.280000000000000000e+02,5.231417989153364978e+00,4.591680499205482846e+01
6.290000000000000000e+02,3.488473315357852211e+00,1.099355845232655753e+02
6.300000000000000000e+02,2.093599961808948251e+01,1.791207899256921227e-02
6.310000000000000000e+02,1.745095930040176935e+00,2.636857089447501039e+02
6.320000000000000000e+02,6.982098181747621091e+00,1.925633896235139986e+01
6.330000000000000000e+02,3.491904966361098595e+00,1.104450308666026928e+02
6.340000000000000000e+02,3.492759490821010893e+00,1.105722561455320374e+02
6.350000000000000000e+02,3.493612668512106723e+00,1.106994271203529649e+02
6.360000000000000000e+02,1.048339351101852834e+01,3.365248496705445014e+00
6.370000000000000000e+02,5.242972500782548728e+00,4.630654932447753680e+01
6.380000000000000000e+02,6.992328326514608783e+00,1.933997350542374960e+01
6.390000000000000000e+02,5.245517994087837366e+00,4.639285486210178533e+01
6.400000000000000000e+02,1.399143401233903461e+01,5.861093927286274985e-01
6.410000000000000000e+02,1.749351844237859943e+00,2.672951650296089383e+02
6.420000000000000000e+02,6.999095112703795252e+00,1.939549354010214444e+01
6.430000000000000000e+02,1.750195055407254063e+00,2.680161383800900126e+02
6.440000000000000000e+02,1.050369406783694259e+01,3.373165740158662995e+00
6.450000000000000000e+02,7.004142591616817626e+00,1.943701078465030818e+01
6.460000000000000000e+02,7.005819868894009872e+00,1.945082662838913379e+01
6.470000000000000000e+02,1.751873637943440087e+00,2.694571758588301122e+02
6.480000000000000000e+02,1.752291662067413469e+01,1.015130807941435759e-01
6.490000000000000000e+02,3.505418083179105970e+00,1.124741789790582516e+02
6.500000000000000000e+02,1.051875467096865258e+01,3.379051427667110197e+00
6.510000000000000000e+02,7.014167499035384168e+00,1.951973280632848429e+01
6.520000000000000000e+02,5.261871997045291849e+00,4.695119056144497449e+01
6.530000000000000000e+02,1.754372153221153585e+00,2.716164749357795927e+02
6.540000000000000000e+02,7.019145357302607025e+00,1.956093906291799911e+01
6.550000000000000000e+02,3.510399785203262013e+00,1.132316072781571705e+02
6.560000000000000000e+02,8.778064074899594615e+00,8.142756438445310607e+00
6.570000000000000000e+02,5.268075325147561827e+00,4.716472945332805722e+01
6.580000000000000000e+02,7.025747098890684939e+00,1.961572188879854295e+01
6.590000000000000000e+02,1.756847815904889254e+00,2.737730905323242041e+02
6.600000000000000000e+02,2.108709880590036434e+01,1.739957378929587670e-02
6.610000000000000000e+02,1.757668030370338252e+00,2.744913708759323185e+02
6.620000000000000000e+02,3.516154414838998488e+00,1.141129044868866487e+02
6.630000000000000000e+02,7.033943067370762137e+00,1.968394751261999787e+01
6.640000000000000000e+02,7.035574842006539598e+00,1.969755917798658018e+01
6.650000000000000000e+02,7.037204160998596691e+00,1.971115975064982351e+01
6.660000000000000000e+02,1.055824654759017633e+01,3.394533680347669335e+00
6.670000000000000000e+02,3.520227730768866081e+00,1.147408584141666523e+02
6.680000000000000000e+02,5.281558093308793111e+00,4.763220589494872570e+01
6.690000000000000000e+02,3.521848513814775483e+00,1.149916829093939299e+02
6.700000000000000000e+02,7.045314178439380903e+00,1.977899711950629325e+01
6.710000000000000000e+02,3.523464458695142909e+00,1.152423045243150597e+02
6.720000000000000000e+02,2.114562375499729185e+01,1.720502929596251854e-02
6.730000000000000000e+02,1.762537797104318127e+00,2.787949125615059529e+02
6.740000000000000000e+02,3.525879367382205309e+00,1.156178582248796687e+02
6.750000000000000000e+02,1.058004584669266990e+01,3.403110163724372139e+00
6.760000000000000000e+02,7.936837520136561963e+00,1.277863091392170425e+01
6.770000000000000000e+02,1.764141775525433387e+00,2.802271110108027301e+02
6.780000000000000000e+02,7.058165157396870448e+00,1.988696932063903589e+01
6.790000000000000000e+02,3.529880428707187878e+00,1.162427774651251724e+02
6.800000000000000000e+02,1.412270841817326961e+01,5.831788228593886014e-01
6.810000000000000000e+02,3.531472609657738015e+00,1.164923960968469459e+02
6.820000000000000000e+02,7.064533894972343298e+00,1.994069683189815834e+01
6.830000000000000000e+02,1.766530060724619267e+00,2.823732646472682859e+02
6.840000000000000000e+02,1.590233460728645198e+01,2.409395068259012895e-01
6.850000000000000000e+02,3.534642991386771627e+00,1.169910390523906045e+02
6.860000000000000000e+02,7.070865388255517914e+00,1.999425402644613214e+01
6.870000000000000000e+02,3.536221246536598084e+00,1.172400648467936293e+02
6.880000000000000000e+02,8.842521629899275482e+00,8.269119407237091934e+00
6.890000000000000000e+02,3.537794913728936841e+00,1.174888944912362092e+02
6.900000000000000000e+02,1.415432014064648847e+01,5.824753146451007169e-01
6.910000000000000000e+02,1.769682009780349174e+00,2.852308404395769799e+02
6.920000000000000000e+02,5.310220305322150836e+00,4.864143807738641101e+01
6.930000000000000000e+02,1.062278577119455214e+01,3.419988243832153607e+00
6.940000000000000000e+02,3.541709183371140490e+00,1.181101151806303449e+02
6.950000000000000000e+02,3.542488652379744085e+00,1.182342137331601748e+02
6.960000000000000000e+02,1.417306800262440625e+01,5.820584882775392543e-01
6.970000000000000000e+02,3.544044231418397306e+00,1.184822659625426269e+02
6.980000000000000000e+02,3.544820347870973887e+00,1.186062198155118637e+02
6.990000000000000000e+02,3.545595353204412881e+00,1.187301256109333423e+02
7.000000000000000000e+02,1.595866162768024665e+01,2.397279647323291851e-01
7.010000000000000000e+02,1.773571021603929543e+00,2.887965255298903458e+02
7.020000000000000000e+02,1.419165493676368328e+01,5.816455343197745043e-01
7.030000000000000000e+02,3.548684326681109447e+00,1.192252699597827785e+02
7.040000000000000000e+02,1.242308838330476561e+01,1.412320596304049047e+00
7.050000000000000000e+02,7.100444457322635294e+00,2.024637113230911822e+01
7.060000000000000000e+02,3.550989544357393335e+00,1.195961278689252794e+02
7.070000000000000000e+02,3.551755773972856911e+00,1.197196523247231994e+02
7.080000000000000000e+02,1.065756276173370587e+01,3.433783494332711239e+00
7.090000000000000000e+02,1.776642493614861928e+00,2.916441164653766691e+02
7.100000000000000000e+02,7.108095953945177570e+00,2.031210457985916307e+01
7.110000000000000000e+02,5.332214839256863570e+00,4.943036987895304435e+01
7.120000000000000000e+02,7.111141475688634195e+00,2.033832777389065072e+01
7.130000000000000000e+02,3.556330514997733339e+00,1.204598091071716937e+02
7.140000000000000000e+02,1.422835690916576468e+01,5.808309709566975565e-01
7.150000000000000000e+02,7.115693755412308086e+00,2.037758790875270165e+01
7.160000000000000000e+02,5.337905203815134669e+00,4.963655533765862771e+01
7.170000000000000000e+02,3.559359004759035550e+00,1.209523103078585393e+02
7.180000000000000000e+02,3.560113487296422186e+00,1.210753192886014631e+02
7.190000000000000000e+02,1.780433459876695101e+00,2.951975011592201668e+02
7.200000000000000000e+02,2.671214478786642843e+01,1.139892656558082196e-03
7.210000000000000000e+02,3.562370646089588533e+00,1.214440683801400667e+02
7.220000000000000000e+02,5.344681418655393479e+00,4.988320782375876661e+01
7.230000000000000000e+02,3.563870206973537957e+00,1.216896703815772156e+02
7.240000000000000000e+02,5.346927648855180237e+00,4.996524021452855635e+01
7.250000000000000000e+02,5.348048438128245152e+00,5.000622190520924448e+01
7.260000000000000000e+02,1.069833536509998950e+01,3.450027949362000967e+00
7.270000000000000000e+02,1.783428462124431180e+00,2.980353925714067032e+02
7.280000000000000000e+02,1.427040414355590414e+01,5.798991768432484317e-01
7.290000000000000000e+02,6.244602220673121096e+00,3.211658687225973097e+01
7.300000000000000000e+02,7.138172395358142630e+00,2.057256385643212226e+01
7.310000000000000000e+02,3.569827253418269120e+00,1.226702465664550772e+02
7.320000000000000000e+02,1.071170188828181757e+01,3.455370093856162672e+00
7.330000000000000000e+02,1.785653164236064017e+00,3.001610367396504557e+02
7.340000000000000000e+02,3.572044353307565867e+00,1.230372127084376785e+02
7.350000000000000000e+02,1.071834412003120285e+01,3.458027843707257798e+00
7.360000000000000000e+02,1.072055217393877058e+01,3.458911802866063034e+00
7.370000000000000000e+02,3.574252409936293784e+00,1.234037731052204094e+02
7.380000000000000000e+02,1.072495929577181073e+01,3.460676799436118944e+00
7.390000000000000000e+02,1.787859729987467450e+00,3.022843274115882082e+02
7.400000000000000000e+02,1.072935449033226440e+01,3.462437916264841320e+00
7.410000000000000000e+02,7.154365090017276607e+00,2.071417151513153598e+01
7.420000000000000000e+02,7.155825214669992995e+00,2.072698834433269255e+01
7.430000000000000000e+02,1.789320843206066325e+00,3.036985577512646728e+02
7.440000000000000000e+02,1.431747913953987350e+01,5.788577377674759550e-01
7.450000000000000000e+02,3.580096905387768480e+00,1.243792997438065697e+02
7.460000000000000000e+02,3.580823050544195141e+00,1.245010407031987967e+02
7.470000000000000000e+02,5.372322334451053116e+00,5.090209174543558390e+01
7.480000000000000000e+02,1.074681727577976176e+01,3.469443963611308135e+00
7.490000000000000000e+02,3.582995660014051342e+00,1.248659989025358641e+02
7.500000000000000000e+02,1.433487171924634396e+01,5.784734354592951933e-01
7.510000000000000000e+02,1.792219618612014287e+00,3.065239346250708650e+02
7.520000000000000000e+02,8.962898962031546901e+00,8.510382110546533596e+00
7.530000000000000000e+02,3.585878975128383939e+00,1.253519950402720156e+02
7.540000000000000000e+02,7.173194821424390355e+00,2.088006669670054549e+01
7.550000000000000000e+02,3.587314894094821405e+00,1.255947309603636768e+02
7.560000000000000000e+02,2.152818856678188908e+01,1.598582467557586526e-02
7.570000000000000000e+02,1.794373507164698456e+00,3.086402934234716327e+02
7.580000000000000000e+02,3.589461656192849404e+00,1.259585088078278687e+02
7.590000000000000000e+02,7.180350711756450899e+00,2.094345991041932464e+01
7.600000000000000000e+02,1.436355246346630032e+01,5.778402697281314060e-01
7.610000000000000000e+02,1.795799969314580080e+00,3.100499374965644961e+02
7.620000000000000000e+02,7.184621653255013563e+00,2.098138737125914943e+01
7.630000000000000000e+02,3.593020782313457229e+00,1.265639406472250528e+02
7.640000000000000000e+02,5.390594712193828464e+00,5.158703767442754895e+01
7.650000000000000000e+02,1.078331371952224771e+01,3.484132098626091079e+00
7.660000000000000000e+02,3.595145079871139515e+00,1.269266841753893260e+02
7.670000000000000000e+02,3.595851330633996312e+00,1.270475131837311977e+02
7.680000000000000000e+02,1.618450497540071353e+01,2.349311575026082621e-01
7.690000000000000000e+02,1.798630536982207095e+00,3.128662243743598310e+02
7.700000000000000000e+02,1.439185828524885480e+01,5.772160604126974626e-01
7.710000000000000000e+02,3.598667155619721392e+00,1.275304035966992728e+02
7.720000000000000000e+02,5.399053243880788777e+00,5.190722176005942856e+01
7.730000000000000000e+02,1.800034797286179877e+00,3.142728790102609082e+02
7.740000000000000000e+02,1.080230836177142706e+01,3.491801152767247896e+00
7.750000000000000000e+02,5.402202614471545594e+00,5.202694316160366128e+01
7.760000000000000000e+02,7.204332928148928339e+00,2.115732235278364115e+01
