n,kappa,predicted,actual
2645,6.398998387980457,composite,composite
2646,25.597221314853737,composite,composite
2647,2.1332040511555115,composite,prime
2648,8.533225149769832,composite,composite
2649,4.266816970255646,composite,composite
2650,12.801063865444469,composite,composite
2651,4.267225529620658,composite,composite
2652,25.604578162387796,composite,composite
2653,4.267633780871491,composite,composite
2654,4.2678377910992475,composite,composite
2655,12.804125173417557,composite,composite
2656,12.804736743147563,composite,composite
2657,2.134224680443536,composite,prime
2658,8.537306128087847,composite,composite
2659,2.1344283452887156,composite,prime
2660,25.6143614432713,composite,composite
2661,4.269263714004836,composite,composite
2662,8.538934222027569,composite,composite
2663,2.1348352158147437,composite,prime
2664,25.619242055455857,composite,composite
2665,8.540153687821096,composite,composite
2666,8.540559871380875,composite,composite
2667,8.540965902612296,composite,composite
2668,12.812057672444352,composite,composite
2669,4.270888754273386,composite,composite
2670,17.084366166955736,composite,composite
2671,2.1356471266341686,composite,prime
2672,10.678742222296115,composite,composite
2673,12.815098346238141,composite,composite
2674,8.543803865615722,composite,composite
2675,6.408156511740817,composite,composite
2676,12.81692002158208,composite,composite
2677,2.136254465482419,composite,prime
2678,8.545422225058893,composite,composite
2679,8.545826437221846,composite,composite
2680,17.09246099706243,composite,composite
2681,4.273317204549781,composite,composite
2682,12.820557253558968,composite,composite
2683,2.136860444615693,composite,prime
2684,12.82176785622318,composite,composite
2685,8.548248546209413,composite,composite
2686,8.548651704756574,composite,composite
2687,2.1372636783088526,composite,prime
2688,34.1978302870304,composite,composite
2689,2.137465070108674,composite,prime
2690,8.550262839378131,composite,composite
2691,12.825997873048811,composite,composite
2692,6.413300631381831,composite,composite
2693,2.1378674047297226,composite,prime
2694,8.551871580039487,composite,composite
2695,12.828410087972564,composite,composite
2696,8.552675054856246,composite,composite
2697,8.553076568773658,composite,composite
2698,8.553477933844388,composite,composite
2699,2.138469787544688,composite,prime
2700,38.49426098049126,composite,composite
2701,4.277340568539524,composite,composite
2702,8.555081907865002,composite,composite
2703,8.55548253035464,composite,composite
2704,16.042280633733128,composite,composite
2705,4.278141665441836,composite,composite
2706,17.11336701828423,composite,composite
2707,2.139270884885585,composite,prime
2708,6.418112566645177,composite,composite
2709,12.836824735807351,composite,composite
2710,8.558282744685314,composite,composite
2711,2.1396705461859176,composite,prime
2712,17.118162954977414,composite,composite
2713,2.13987015575726,composite,prime
2714,8.55987962147317,composite,composite
2715,8.560278472929474,composite,composite
2716,12.841015766259318,composite,composite
2717,8.561075735311519,composite,composite
2718,12.842211219680125,composite,composite
2719,2.140468102759952,composite,prime
2720,25.68681158753541,composite,composite
2721,4.281334250488534,composite,composite
2722,4.281533163271572,composite,composite
2723,4.281732002992061,composite,composite
2724,12.845792309110967,composite,composite
2725,6.423194195189925,composite,composite
2726,8.564656168628957,composite,composite
2727,8.56505326464144,composite,composite
2728,17.13090043012836,composite,composite
2729,2.1414617550009734,composite,prime
2730,34.26497471826874,composite,composite
2731,2.141660048465134,composite,prime
2732,6.4252774222427345,composite,composite
2733,4.283716393531383,composite,composite
2734,4.283914433092013,composite,composite
2735,4.284112400230057,composite,composite
2736,32.13232721248847,composite,composite
2737,8.569016234900248,composite,composite
2738,6.427058801456811,composite,composite
2739,8.569807091228979,composite,composite
2740,12.855303454298067,composite,composite
2741,2.142649342572567,composite,prime
2742,8.57099229360885,composite,composite
2743,4.285693536463111,composite,composite
2744,17.143563416694708,composite,composite
2745,12.858264299965668,composite,composite
2746,4.286285273960121,composite,composite
2747,4.286482376140688,composite,composite
2748,12.860038219747548,composite,composite
2749,2.1434381826689033,composite,prime
2750,17.148293009834827,composite,composite
2751,8.574540135994607,composite,composite
2752,15.006133842019697,composite,composite
2753,2.1438317422678277,composite,prime
2754,21.439300428196518,composite,composite
2755,8.57611323073687,composite,composite
2756,12.864759221324565,composite,composite
2757,4.28844946091031,composite,composite
2758,8.577291553652989,composite,composite
2759,4.288842021575045,composite,composite
2760,34.31230556166032,composite,composite
2761,4.289234297775504,composite,composite
2762,4.289430329330407,composite,composite
2763,6.434439434885488,composite,composite
2764,6.434733269409924,composite,composite
2765,8.580035996861161,composite,composite
2766,8.580427492893591,composite,composite
2767,2.1452047118532263,composite,prime
2768,10.726512575651713,composite,composite
2769,8.58160113232114,composite,composite
2770,8.581992062914264,composite,composite
2771,4.291191426201338,composite,composite
2772,38.62248075399692,composite,composite
2773,4.291582004236281,composite,composite
2774,8.583554375257354,composite,composite
2775,12.875916902016113,composite,composite
2776,8.584334686834117,composite,composite
2777,2.1461811579571872,composite,prime
2778,8.58511443642914,composite,composite
2779,4.292752050368175,composite,composite
2780,12.878840437276985,composite,composite
2781,8.586283008874902,composite,composite
2782,8.58667225290782,composite,composite
2783,6.440296017788019,composite,composite
2784,25.762350964212114,composite,composite
2785,4.293919573034131,composite,composite
2786,8.588227831143659,composite,composite
2787,4.2943081883652106,composite,composite
2788,12.883507174392944,composite,composite
2789,2.1473482624595643,composite,prime
2790,25.76934353267751,composite,composite
2791,2.147542291547782,composite,prime
2792,8.590557015833783,composite,composite
2793,12.886417089880021,composite,composite
2794,8.591332298549256,composite,composite
2795,8.591719731820842,composite,composite
2796,12.888160539750992,composite,composite
2797,2.1481235456719587,composite,prime
2798,4.296440600240686,composite,composite
2799,6.444951059985135,composite,composite
2800,32.22620557981146,composite,composite
2801,2.148510356122175,composite,prime
2802,8.59442788969569,composite,composite
2803,2.148703554250629,composite,prime
2804,6.446400304880665,composite,composite
2805,17.191172916618147,composite,composite
2806,8.595972372505244,composite,composite
2807,4.298179074597064,composite,composite
2808,34.38697515389471,composite,composite
2809,3.2239234839156565,composite,composite
2810,8.597514655196091,composite,composite
2811,4.298949941417174,composite,composite
2812,12.897427460181083,composite,composite
2813,4.2993349635763245,composite,composite
2814,17.19810948805493,composite,composite
2815,4.299719712087863,composite,composite
2816,19.349603927312756,composite,composite
2817,6.450156281010739,composite,composite
2818,4.300296322615959,composite,composite
2819,2.1502441948610445,composite,prime
2820,25.804082332243407,composite,composite
2821,8.601744639239406,composite,composite
2822,8.602128365015492,composite,composite
2823,4.301255977419566,composite,composite
2824,8.602895408806623,composite,composite
2825,6.452459045260623,composite,composite
2826,12.90549286433678,composite,composite
2827,4.302022478266842,composite,composite
2828,12.906641802056324,composite,composite
2829,8.604810644165239,composite,composite
2830,8.605193285012442,composite,composite
2831,4.3027878953373735,composite,composite
2832,21.5148954031191,composite,composite
2833,2.1515850992066268,composite,prime
2834,8.606722497506631,composite,composite
2835,21.517761158457986,composite,composite
2836,6.455614720913463,composite,composite
2837,2.1519669977764693,composite,prime
2838,17.21649910628372,composite,composite
2839,4.304315490377006,composite,composite
2840,17.218024548074027,composite,composite
2841,4.304696716542723,composite,composite
2842,12.914661686990689,composite,composite
2843,2.1525388372141085,composite,prime
2844,19.37370623797722,composite,composite
2845,4.305458364410816,composite,composite
2846,4.305648609056227,composite,composite
2847,8.611677573734106,composite,composite
2848,12.918086693670704,composite,composite
2849,8.612437884345333,composite,composite
2850,25.838453518567146,composite,composite
2851,2.1532994153513023,composite,prime
2852,12.920366025130955,composite,composite
2853,6.460467679246542,composite,composite
2854,4.30716816411138,composite,composite
2855,4.307357808931308,composite,composite
2856,34.46037909869887,composite,composite
2857,2.1538684496880167,composite,prime
2858,4.307926345093784,composite,composite
2859,4.3081157245370125,composite,composite
2860,25.84983022651243,composite,composite
2861,2.1542471423926344,composite,prime
2862,17.23473386273144,composite,composite
2863,4.308872580491053,composite,composite
2864,10.772654073140018,composite,composite
2865,8.618501224047671,composite,composite
2866,4.309439528840601,composite,composite
2867,4.309628379752318,composite,composite
2868,12.92945149441486,composite,composite
2869,4.310005884044426,composite,composite
2870,17.240778150066433,composite,composite
2871,12.931149375801963,composite,composite
2872,8.62114329468468,composite,composite
2873,6.466140155681089,composite,composite
2874,8.621896989296317,composite,composite
2875,8.622273639940538,composite,composite
2876,6.466987619698962,composite,composite
2877,8.623026548361626,composite,composite
2878,4.3117014031602725,composite,composite
2879,2.1559447333915642,composite,prime
2880,45.27681338349514,composite,composite
2881,4.31226539814056,composite,composite
2882,8.624906531931565,composite,composite
2883,6.468961602923545,composite,composite
2884,12.93848641840652,composite,composite
2885,4.313016478570372,composite,composite
2886,17.252816343861614,composite,composite
2887,2.1566958141828336,composite,prime
2888,12.940737317448539,composite,composite
2889,8.627533036723829,composite,composite
2890,12.941861598143383,composite,composite
2891,6.471211723378046,composite,composite
2892,12.942985101058367,composite,composite
2893,4.3145155203948535,composite,composite
2894,4.31470260908963,composite,composite
2895,8.629779266296952,composite,composite
2896,10.787691481540095,composite,composite
2897,2.1576317437684582,composite,prime
2898,25.892701907733983,composite,composite
2899,4.315637083916787,composite,composite
2900,19.421207034591365,composite,composite
2901,4.316010422643961,composite,composite
2902,4.316196995498797,composite,composite
2903,2.158191752036789,composite,prime
2904,25.899419690475487,composite,composite
2905,8.63351265712008,composite,composite
2906,4.3169426445601395,composite,composite
2907,12.951386689371065,composite,composite
2908,6.47597262644217,composite,composite
2909,2.1587506040587328,composite,prime
2910,17.27074907187632,composite,composite
2911,4.317873263893586,composite,composite
2912,25.908355175609362,composite,composite
2913,4.318245064136873,composite,composite
2914,8.636861737086694,composite,composite
2915,8.637233218396185,composite,composite
2916,22.67371200226043,composite,composite
2917,2.1594939497136445,composite,prime
2918,4.319173449089069,composite,composite
2919,8.638717870347572,composite,composite
2920,17.278177430899955,composite,composite
2921,4.319729716786189,composite,composite
2922,8.6398300248017,composite,composite
2923,4.320100244612392,composite,composite
2924,12.96085624039256,composite,composite
2925,19.442117335498054,composite,composite
2926,17.28262224504728,composite,composite
2927,2.1604202701470916,composite,prime
2928,21.605127280699286,composite,composite
2929,4.3212103088419935,composite,composite
2930,8.642790196887402,composite,composite
2931,4.321579824988046,composite,composite
2932,6.482646732777069,composite,composite
2933,4.3219490890766785,composite,composite
2934,12.966400880120633,composite,composite
2935,4.322318101451531,composite,composite
2936,8.645005026706967,composite,composite
2937,8.645373724911073,composite,composite
2938,8.645742297600894,composite,composite
2939,2.1615276862154644,composite,prime
2940,38.90915580050687,composite,composite
2941,4.323423631719244,composite,composite
2942,4.323607667462286,composite,composite
2943,8.64758328132264,composite,composite
2944,17.295902205435365,composite,composite
2945,8.648318799194605,composite,composite
2946,8.648686370838229,composite,composite
2947,4.324526908866643,composite,composite
2948,12.974131709946635,composite,composite
2949,4.324894168808101,composite,composite
2950,12.975233116159647,composite,composite
2951,4.3252611797597496,composite,composite
2952,25.952667551819125,composite,composite
2953,2.1628139710294865,composite,prime
2954,8.651622460138341,composite,composite
2955,8.65198891208494,composite,composite
2956,6.48926643003128,composite,composite
2957,2.163180361023129,composite,prime
2958,17.306175048642313,composite,composite
2959,4.326726740405669,composite,composite
2960,21.634548284116697,composite,composite
2961,12.981277534366075,composite,composite
2962,4.327275304343453,composite,composite
2963,2.1637290177646524,composite,prime
2964,25.96584423032734,composite,composite
2965,4.327823312960807,composite,composite
2966,4.328005859289614,composite,composite
2967,8.656376688164983,composite,composite
2968,17.313483069523656,composite,composite
2969,2.1642765646131568,composite,prime
2970,34.62988343728062,composite,composite
2971,2.164458834361777,composite,prime
2972,6.493649769687075,composite,composite
2973,4.32928196290483,composite,composite
2974,4.329464018105115,composite,composite
2975,12.988938036300262,composite,composite
2976,25.97896766958532,composite,composite
2977,4.33000981663861,composite,composite
2978,4.330191627264314,composite,composite
2979,6.495560065273522,composite,composite
2980,12.991665196301058,composite,composite
2981,4.330736693059261,composite,composite
2982,17.32367303906652,composite,composite
2983,4.331099765596644,composite,composite
2984,8.662562421180226,composite,composite
2985,8.66292518957561,composite,composite
2986,4.331643918230446,composite,composite
2987,4.331825180958726,composite,composite
2988,19.494028723559786,composite,composite
2989,6.498281286652102,composite,composite
2990,17.329474421054535,composite,composite
2991,4.332549625540507,composite,composite
2992,21.66365292652919,composite,composite
2993,4.332911484600069,composite,composite
2994,8.666184646927201,composite,composite
2995,4.333273101936793,composite,composite
2996,13.000361460179908,composite,composite
2997,10.834086194683522,composite,composite
2998,4.33381507541735,composite,composite
2999,2.1669978063659983,composite,prime
3000,34.673408718860024,composite,composite
3001,2.1671782534169965,composite,prime
3002,8.66907372740309,composite,composite
3003,17.33886864200078,composite,composite
3004,6.502346095904921,composite,composite
3005,4.335077574050756,composite,composite
3006,13.005773072647637,composite,composite
3007,4.335437747805192,composite,composite
3008,15.174662107004876,composite,composite
3009,8.671595364164759,composite,composite
3010,17.343910238065924,composite,composite
3011,2.1680786886002803,composite,prime
3012,13.009011405522903,composite,composite
3013,4.3365168334773445,composite,composite
3014,8.673392944298584,composite,composite
3015,13.010628153689122,composite,composite
3016,17.348222283032452,composite,composite
3017,4.337235030773994,composite,composite
3018,8.67482886263359,composite,composite
3019,2.1687968862129603,composite,prime
3020,13.013319162422217,composite,composite
3021,8.675904553001153,composite,composite
3022,4.338131439544723,composite,composite
3023,2.1691552716562135,composite,prime
3024,43.38489587842899,composite,composite
3025,9.762004289644448,composite,composite
3026,8.677694998697588,composite,composite
3027,4.339026366402444,composite,composite
3028,6.508807761562972,composite,composite
3029,4.339383923306425,composite,composite
3030,17.358250452939,composite,composite
3031,4.339741244199231,composite,composite
3032,8.679839632477533,composite,composite
3033,6.510147494088334,composite,composite
3034,8.680553567396839,composite,composite
3035,4.340455179196144,composite,composite
3036,26.043801095544858,composite,composite
3037,2.1704058969605633,composite,prime
3038,13.022970039677288,composite,composite
3039,4.341168173876688,composite,composite
3040,26.048077655474955,composite,composite
3041,2.1707621596858675,composite,prime
3042,19.537660369318196,composite,composite
3043,4.341880230714565,composite,composite
3044,6.513087148012617,composite,composite
3045,17.368943632851483,composite,composite
3046,4.342413659366314,composite,composite
3047,4.342591352173734,composite,composite
3048,17.371075946693697,composite,composite
3049,2.171473281451818,composite,prime
3050,13.029372242707758,composite,composite
3051,8.686603081416905,composite,composite
3052,13.030436827078125,composite,composite
3053,4.343656285893458,composite,composite
3054,8.687667142697531,composite,composite
3055,8.688021597526658,composite,composite
3056,10.860469920437842,composite,composite
3057,4.344365079622143,composite,composite
3058,8.68908426628453,composite,composite
3059,8.689438257546762,composite,composite
3060,39.10406459898,composite,composite
3061,2.172536473259964,composite,prime
3062,4.345249768710932,composite,composite
3063,4.345426533164077,composite,composite
3064,8.691206479834115,composite,composite
3065,4.345779889007529,composite,composite
3066,17.38382592189245,composite,composite
3067,2.173066507175696,composite,prime
3068,13.038928472039743,composite,composite
3069,13.039457728488564,composite,composite
3070,8.693324541675377,composite,composite
3071,4.3468385747418505,composite,composite
3072,23.90858151685342,composite,composite
3073,4.3471910103877285,composite,composite
3074,8.694734284408266,composite,composite
3075,13.042629650197751,composite,composite
3076,6.521578851015498,composite,composite
3077,4.347895194074598,composite,composite
3078,21.740355484812806,composite,composite
3079,2.174123471355685,composite,prime
3080,34.78738185086505,composite,composite
3081,8.69719692587984,composite,composite
3082,8.697548274987547,composite,composite
3083,2.1744748775283456,composite,prime
3084,13.047375946996919,composite,composite
3085,4.349300819357547,composite,composite
3086,4.349476266169306,composite,composite
3087,13.048954968413325,composite,composite
3088,10.874567473249442,composite,composite
3089,2.175001132846048,composite,prime
3090,17.40070994140593,composite,composite
3091,4.350352648314649,composite,composite
3092,6.525791631927416,composite,composite
3093,4.35070280429901,composite,composite
3094,17.403511189573813,composite,composite
3095,4.35105273393818,composite,composite
3096,26.10736568381836,composite,composite
3097,4.351402437524596,composite,composite
3098,4.351577204639252,composite,composite
3099,4.3517519153501265,composite,composite
3100,19.583669563621267,composite,composite
3101,4.352101167706078,composite,composite
3102,17.409102837695354,composite,composite
3103,4.352450194883188,composite,composite
3104,13.057873872361146,composite,composite
3105,17.411195988686554,composite,composite
3106,4.352973314073144,composite,composite
3107,4.353147574861047,composite,composite
3108,26.11993067742878,composite,composite
3109,2.1767479641202363,composite,prime
3110,8.707340041808239,composite,composite
3111,8.707688115196833,composite,composite
3112,8.708036076718676,composite,composite
3113,4.354191963222824,composite,composite
3114,13.063097496674352,composite,composite
3115,8.709079290802173,composite,composite
3116,13.064140208362716,composite,composite
3117,4.354887104420042,composite,composite
3118,4.355060750334264,composite,composite
3119,2.1776171702829865,composite,prime
3120,43.55407875150869,composite,composite
3121,2.177790677062308,composite,prime
3122,8.711509555045694,composite,composite
3123,6.533892218071736,composite,composite
3124,13.068304373205327,composite,composite
3125,6.5344120719303485,composite,composite
3126,8.712895832144042,composite,composite
3127,4.356621062125934,composite,composite
3128,17.427176611269598,composite,composite
3129,8.71393437636362,composite,composite
3130,8.714280336509043,composite,composite
3131,4.357313093070861,composite,composite
3132,26.14491577599671,composite,composite
3133,4.357658777075549,composite,composite
3134,4.357831536334378,composite,composite
3135,17.432016961911177,composite,composite
3136,22.88042867009001,composite,composite
3137,2.1791747417794887,composite,prime
3138,8.71704404513391,composite,composite
3139,4.3586945065999405,composite,composite
3140,13.07660080707887,composite,composite
3141,6.538558964821486,composite,composite
3142,4.359211629198997,composite,composite
3143,4.359383893681898,composite,composite
3144,17.438224413458318,composite,composite
3145,8.719456516563797,composite,composite
3146,13.079701075406026,composite,composite
3147,4.360072403959698,composite,composite
3148,6.540366592184583,composite,composite
3149,4.360416330993468,composite,composite
3150,39.245293913450645,composite,composite
3151,4.360760039660853,composite,composite
3152,10.902329530484428,composite,composite
3153,4.361103530238969,composite,composite
3154,8.722550387662007,composite,composite
3155,4.361446803004401,composite,composite
3156,13.084855073380952,composite,composite
3157,8.723579716466421,composite,composite
3158,4.361961304357509,composite,composite
3159,13.086398088602813,composite,composite
3160,17.449216135191428,composite,composite
3161,4.362475317182595,composite,composite
3162,17.450586185557782,composite,composite
3163,2.181408860726336,composite,prime
3164,13.08896652721952,composite,composite
3165,8.72631981857029,composite,composite
3166,4.363330922122754,composite,composite
3167,2.181750940476732,composite,prime
3168,39.2730550723024,composite,composite
3169,2.1819218183652818,composite,prime
3170,8.728028867490115,composite,composite
3171,8.728370353777725,composite,composite
3172,13.093067598587856,composite,composite
3173,4.364526501700262,composite,composite
3174,13.094091250307114,composite,composite
3175,6.54730141715423,composite,composite
3176,8.730076171470902,composite,composite
3177,6.547812759551116,composite,composite
3178,8.730757746731618,composite,composite
3179,6.548323780146596,composite,composite
3180,26.194316679581334,composite,composite
3181,2.1829448264484848,composite,prime
3182,8.732119611396584,composite,composite
3183,4.366229905034473,composite,composite
3184,10.915999877347765,composite,composite
3185,13.09970983033724,composite,composite
3186,17.466959530351676,composite,composite
3187,2.1834548841995596,composite,prime
3188,6.550619401369214,composite,composite
3189,4.367249380162419,composite,composite
3190,17.469676424725403,composite,composite
3191,2.1837943895014855,composite,prime
3192,34.94206718928493,composite,composite
3193,4.367927965187592,composite,composite
3194,4.368097478617175,composite,composite
3195,13.104800816947817,composite,composite
3196,13.105309038951287,composite,composite
3197,4.368605700653827,composite,composite
3198,17.475100008103794,composite,composite
3199,4.368944250466579,composite,composite
3200,26.214680676052833,composite,composite
3201,8.738565177371367,composite,composite
3202,4.369451678530241,composite,composite
3203,2.1848103577877347,composite,prime
3204,19.664053649344503,composite,composite
3205,4.369958631399767,composite,composite
3206,8.740255020489338,composite,composite
3207,4.370296336421913,composite,composite
3208,8.74093021992868,composite,composite
3209,2.1853169154523786,composite,prime
3210,17.483209997103774,composite,composite
3211,6.556456672665976,composite,composite
3212,13.113419035324776,composite,composite
3213,17.48523275720583,composite,composite
3214,4.371476647722903,composite,composite
3215,4.371645053738555,composite,composite
3216,21.859067036905042,composite,composite
3217,2.185990854341415,composite,prime
3218,4.372149957676553,composite,composite
3219,8.744636308789364,composite,composite
3220,26.23491779321816,composite,composite
3221,2.1863271955670154,composite,prime
3222,13.118467293660318,composite,composite
3223,4.372990419160304,composite,composite
3224,17.49263341994792,composite,composite
3225,13.119978716197364,composite,composite
3226,4.3734940704290235,composite,composite
3227,4.37366185010895,composite,composite
3228,13.121488733413397,composite,composite
3229,2.1869986267738875,composite,prime
3230,17.496659509484207,composite,composite
3231,6.561498673959658,composite,composite
3232,13.123499908158152,composite,composite
3233,4.374667437641972,composite,composite
3234,26.249009124637535,composite,composite
3235,4.375002218810927,composite,composite
3236,6.562754297681969,composite,composite
3237,8.75067358613876,composite,composite
3238,4.375504002687064,composite,composite
3239,4.375671160672936,composite,composite
3240,43.75838267058874,composite,composite
3241,4.376005321876724,composite,composite
3242,4.3761723251583025,composite,composite
3243,8.752678553870801,composite,composite
3244,6.564759265859661,composite,composite
3245,8.753346052206304,composite,composite
3246,8.753679647114472,composite,composite
3247,4.3770065696336955,composite,composite
3248,21.885866321820863,composite,composite
3249,9.849014792505628,composite,composite
3250,17.51002599965439,composite,composite
3251,2.1888365203978415,composite,prime
3252,13.133518591374171,composite,composite
3253,2.1890029844661094,composite,prime
3254,4.3781723562496335,composite,composite
3255,17.513354769766956,composite,composite
3256,17.51401991015977,composite,composite
3257,2.1893356057878126,composite,prime
3258,13.136512183740411,composite,composite
3259,2.1895017632924003,composite,prime
3260,13.137508822862724,composite,composite
3261,4.3793356377197235,composite,composite
3262,8.75900323382497,composite,composite
3263,4.379667545230395,composite,composite
3264,30.658833958932444,composite,composite
3265,4.379999249366353,composite,composite
3266,8.76033005049334,composite,composite
3267,13.14099225113004,composite,composite
3268,13.141489274362334,composite,composite
3269,4.380662048509999,composite,composite
3270,17.5233104863014,composite,composite
3271,2.1904965720072385,composite,prime
3272,8.762317231716658,composite,composite
3273,4.381324037137827,composite,composite
3274,4.381489407883865,composite,composite
3275,6.572482092190962,composite,composite
3276,39.43637998109094,composite,composite
3277,4.381985217229727,composite,composite
3278,8.764300772300578,composite,composite
3279,4.382315504691435,composite,composite
3280,21.912402864419427,composite,composite
3281,4.382645590758336,composite,composite
3282,8.765621116690914,composite,composite
3283,6.5744632135138295,composite,composite
3284,6.574710514170352,composite,composite
3285,13.149915479067264,composite,composite
3286,8.766939852866,composite,composite
3287,4.383634643042501,composite,composite
3288,17.535197238192357,composite,composite
3289,8.767927851960474,composite,composite
3290,17.536513969477557,composite,composite
3291,4.384293008745961,composite,composite
3292,6.576686212710516,composite,composite
3293,4.384621891582897,composite,composite
3294,17.539145032415824,composite,composite
3295,4.384950574733825,composite,composite
3296,13.155344524508351,composite,composite
3297,8.77055811688216,composite,composite
3298,8.770886451157882,composite,composite
3299,2.19280367147328,composite,prime
3300,39.471942695166966,composite,composite
3301,2.1929677142458606,composite,prime
3302,8.772198793459037,composite,composite
3303,6.579394972976374,composite,composite
3304,17.545708737143894,composite,composite
3305,4.386591003664723,composite,composite
3306,17.54701909393534,composite,composite
3307,2.193459246886644,composite,prime
3308,6.580623246844543,composite,composite
3309,4.387245785882983,composite,composite
3310,8.77481871552609,composite,composite
3311,8.775145760466167,composite,composite
3312,32.908022649922046,composite,composite
3313,2.1939498885312148,composite,prime
3314,4.388063151481338,composite,composite
3315,17.552905906437708,composite,composite
3316,6.582584628714646,composite,composite
3317,4.388552979112055,composite,composite
3318,17.55486462618392,composite,composite
3319,2.194439642403929,composite,prime
3320,17.556169455709266,composite,composite
3321,10.973013484834883,composite,composite
3322,8.778736749714684,composite,composite
3323,2.1947656533635143,composite,prime
3324,13.169082568717597,composite,composite
3325,13.169571070270035,composite,composite
3326,4.390019808308933,composite,composite
3327,4.390182544258738,composite,composite
3328,19.75655354085977,composite,composite
3329,2.1952539347343083,composite,prime
3330,26.344022752724626,composite,composite
3331,2.1954164996439838,composite,prime
3332,19.759479709497803,composite,composite
3333,8.782315867902707,composite,composite
3334,4.3913203281727435,composite,composite
3335,8.782965347385826,composite,composite
3336,17.566579882164245,composite,composite
3337,4.391807218746367,composite,composite
3338,4.391969418337975,composite,composite
3339,13.176394708035039,composite,composite
3340,13.176881015389727,composite,composite
3341,4.392455725721733,composite,composite
3342,8.785235462299061,composite,composite
3343,2.196389844054494,composite,prime
3344,21.964707983145477,composite,composite
3345,8.786206913477644,composite,composite
3346,8.786530536934213,composite,composite
3347,2.1967135159214326,composite,prime
3348,26.36153248136991,composite,composite
3349,4.39375041365233,composite,composite
3350,13.18173609643121,composite,composite
3351,4.3940736023980165,composite,composite
3352,8.788470248887911,composite,composite
3353,4.394396598310312,composite,composite
3354,17.57823209610328,composite,composite
3355,8.78943880323838,composite,composite
3356,6.592321096678652,composite,composite
3357,6.592563018831317,composite,composite
3358,8.790406491906309,composite,composite
3359,2.1976822156722666,composite,prime
3360,52.746306825083145,composite,composite
3361,2.197843329109448,composite,prime
3362,6.593771549638446,composite,composite
3363,8.792017386811274,composite,composite
3364,9.891381688171633,composite,composite
3365,4.396330537132683,composite,composite
3366,26.37894832361962,composite,composite
3367,8.793304379255114,composite,composite
3368,8.793625888467838,composite,composite
3369,4.396973651117375,composite,composite
3370,8.794268620612502,composite,composite
3371,2.198647460914425,composite,prime
3372,13.192366457140338,composite,composite
3373,2.1988080009941453,composite,prime
3374,8.795552941363217,composite,composite
3375,17.591747567286408,composite,composite
3376,10.995243163591116,composite,composite
3377,4.398257591554291,composite,composite
3378,8.796835740406525,composite,composite
3379,4.398578101411462,composite,composite
3380,19.794322283431335,composite,composite
3381,13.19669526485345,composite,composite
3382,8.798117021344101,composite,composite
3383,4.399218552397666,composite,composite
3384,26.396271280935814,composite,composite
3385,4.399538493974913,composite,composite
3386,4.399698393882425,composite,composite
3387,4.399858246573074,composite,composite
3388,19.800081234336307,composite,composite
3389,2.200088905207631,composite,prime
3390,17.60135008648993,composite,composite
3391,2.200248592862099,composite,prime
3392,15.402298809618665,composite,composite
3393,13.202449118166635,composite,composite
3394,4.400975895673991,composite,composite
3395,8.802270743262468,composite,composite
3396,13.203884401864864,composite,composite
3397,4.401454182672809,composite,composite
3398,4.401613517812427,composite,composite
3399,8.803545612136169,composite,composite
3400,26.411592284804183,composite,composite
3401,4.402091242037823,composite,composite
3402,26.413502338841983,composite,composite
3403,4.402409490802396,composite,composite
3404,13.207705635154515,composite,composite
3405,8.805455105163569,composite,composite
3406,8.805773026841345,composite,composite
3407,2.2015227137977917,composite,prime
3408,22.016021475669532,composite,composite
3409,4.403363116063004,composite,composite
3410,17.614087561640872,composite,composite
3411,6.6055209273042985,composite,composite
3412,6.605758949202359,composite,composite
3413,2.201998967116804,composite,prime
3414,8.808313045052433,composite,composite
3415,4.404315064373285,composite,composite
3416,17.61789423920804,composite,composite
3417,8.809264017679133,composite,composite
3418,4.404790411513104,composite,composite
3419,4.404948767849745,composite,composite
3420,39.64596370088932,composite,composite
3421,4.405265341620724,composite,composite
3422,8.810847118218385,composite,composite
3423,8.811163460738063,composite,composite
3424,13.217219566281736,composite,composite
3425,6.608846901466226,composite,composite
3426,8.812111934093416,composite,composite
3427,4.406213953661851,composite,composite
3428,6.609557841274739,composite,composite
3429,8.813059577275046,composite,composite
3430,17.626750548207223,composite,composite
3431,4.40684543945285,composite,composite
3432,35.256025566939776,composite,composite
3433,2.203580453161234,composite,prime
3434,8.81463714168922,composite,composite
3435,8.814952378921289,composite,composite
3436,6.611450643295946,composite,composite
3437,4.407791289081268,composite,composite
3438,13.223846310417708,composite,composite
3439,4.408106205397854,composite,composite
3440,22.041317974418785,composite,composite
3441,8.816841877247098,composite,composite
3442,4.408578236643818,composite,composite
3443,4.408735488971126,composite,composite
3444,26.453356173792052,composite,composite
3445,8.818099713305966,composite,composite
3446,4.4092069720605425,composite,composite
3447,6.614046062821735,composite,composite
3448,8.81904213228254,composite,composite
3449,2.204839022433654,composite,prime
3450,26.459009868514013,composite,composite
3451,8.819983731645463,composite,composite
3452,6.615223062157275,composite,composite
3453,4.410305504958357,composite,composite
3454,8.820924512819118,composite,composite
3455,4.410618962484745,composite,composite
3456,35.2862049856814,composite,composite
3457,2.2054661193060454,composite,prime
3458,17.64435523486684,composite,composite
3459,4.411245333550227,composite,composite
3460,13.234205439416442,composite,composite
3461,2.20577912375431,composite,prime
