n,kappa,predicted,actual
7207,2.4043146880993276,composite,prime
7208,19.234817936918834,composite,composite
7209,12.021948954603477,composite,composite
7210,19.235418676146374,composite,composite
7211,2.404464872909103,composite,prime
7212,14.427014436567347,composite,composite
7213,2.4045399340761047,composite,prime
7214,4.8091549137103735,composite,composite
7215,19.236919795465962,composite,composite
7216,24.04652486811723,composite,composite
7217,4.809379987984122,composite,composite
7218,14.428364975854194,composite,composite
7219,2.4047649927640764,composite,prime
7220,21.643222359227707,composite,composite
7221,9.619359883043236,composite,composite
7222,9.61950980788816,composite,composite
7223,4.809829855987529,composite,composite
7224,38.47923838123871,composite,composite
7225,10.822454390134984,composite,composite
7226,4.810054649872528,composite,composite
7227,14.430388681285951,composite,composite
7228,14.430613381860342,composite,composite
7229,2.405139675224895,composite,prime
7230,19.241416919682173,composite,composite
7231,4.810429099035239,composite,composite
7232,16.8367638522886,composite,composite
7233,4.810578806207916,composite,composite
7234,4.8106536442716195,composite,composite
7235,4.810728471990717,composite,composite
7236,28.8648197362084,composite,composite
7237,2.4054390482032626,composite,prime
7238,19.243811572435803,composite,composite
7239,9.622055358956398,composite,composite
7240,19.244409822068505,composite,composite
7241,4.811177221228583,composite,composite
7242,19.245007906461694,composite,composite
7243,2.40566336084025,composite,prime
7244,7.217102184639988,composite,composite
7245,28.868857085140508,composite,composite
7246,4.8115508949736245,composite,composite
7247,2.4058127993900627,composite,prime
7248,24.05850146139549,composite,composite
7249,4.811774975473387,composite,composite
7250,19.24739859346334,composite,composite
7251,4.811924310959285,composite,composite
7252,21.65399533465459,composite,composite
7253,2.4060368026302736,composite,prime
7254,28.872889421844224,composite,composite
7255,4.812222858399885,composite,composite
7256,9.624594939081845,composite,composite
7257,9.624744140799974,composite,composite
7258,9.624893321959824,composite,composite
7259,9.625042482567057,composite,composite
7260,43.31336230182303,composite,composite
7261,4.812670371073162,composite,composite
7262,4.812744920564838,composite,composite
7263,9.625638919583045,composite,composite
7264,14.438681966268133,composite,composite
7265,4.812968507461227,composite,composite
7266,19.252172063639584,composite,composite
7267,7.219676271157311,composite,composite
7268,14.43957600614694,composite,composite
7269,4.813266479745039,composite,composite
7270,9.626681894391735,composite,composite
7271,4.813415404404285,composite,composite
7272,28.880939108238653,composite,composite
7273,4.8135642881051535,composite,composite
7274,4.813638714603236,composite,composite
7275,14.441139392610504,composite,composite
7276,14.44136261072629,composite,composite
7277,4.813861932721833,composite,composite
7278,9.627872636624373,composite,composite
7279,4.814010693682634,composite,composite
7280,48.140850588359804,composite,composite
7281,7.221239120662556,composite,composite
7282,9.628467517005214,composite,composite
7283,2.407154046510747,composite,prime
7284,14.44314725200351,composite,composite
7285,9.62891346288887,composite,composite
7286,4.81453103535409,composite,composite
7287,9.62921065813254,composite,composite
7288,9.629359225167542,composite,composite
7289,4.8147538859093935,composite,composite
7290,33.70379704332152,composite,composite
7291,4.814902401996181,composite,composite
7292,7.222464967144405,composite,composite
7293,19.26020350939596,composite,composite
7294,9.630250199514267,composite,composite
7295,4.815199311990157,composite,composite
7296,38.52218811240681,composite,composite
7297,2.4076738529710022,composite,prime
7298,9.630843775332803,composite,composite
7299,7.223244088840248,composite,composite
7300,21.670065992817346,composite,composite
7301,7.223466557800383,composite,composite
7302,9.6314370259043,composite,composite
7303,4.815792643884542,composite,composite
7304,19.263467058667516,composite,composite
7305,9.631881750603876,composite,composite
7306,9.632029951584997,composite,composite
7307,2.408044533070669,composite,prime
7308,43.34546831716107,composite,composite
7309,2.4081186082124755,composite,prime
7310,19.265245105461098,composite,composite
7311,4.816385326174972,composite,composite
7312,12.041148414642036,composite,composite
7313,4.816533395413571,composite,composite
7314,19.266429659392053,composite,composite
7315,19.266725696651626,composite,composite
7316,14.450266270083059,composite,composite
7317,9.633658824890231,composite,composite
7318,4.81690339141796,composite,composite
7319,4.816977360282316,composite,composite
7320,38.53641055232756,composite,composite
7321,2.4085626338483044,composite,prime
7322,9.634398412504135,composite,composite
7323,4.817273134710079,composite,composite
7324,7.226020579610101,composite,composite
7325,7.226131442017183,composite,composite
7326,28.904969157162004,composite,composite
7327,4.817568747622787,composite,composite
7328,14.452927876904713,composite,composite
7329,9.635432987132205,composite,composite
7330,9.635580702838265,composite,composite
7331,2.4089320995983727,composite,prime
7332,28.90762822141013,composite,composite
7333,2.409005932268354,composite,prime
7334,9.636171364209105,composite,composite
7335,14.454478468823897,composite,composite
7336,19.272933148198767,composite,composite
7337,9.63661414886495,composite,composite
7338,9.636761703518111,composite,composite
7339,4.818454619032174,composite,composite
7340,14.455585128763715,composite,composite
7341,4.8186021234289855,composite,composite
7342,4.818675860558153,composite,composite
7343,4.81874958764481,composite,composite
7344,48.18823304691693,composite,composite
7345,9.637794023403071,composite,composite
7346,4.818970708677068,composite,composite
7347,9.638088791242051,composite,composite
7348,14.457354217608412,composite,composite
7349,2.409595869712566,composite,prime
7350,43.373388566616654,composite,composite
7351,2.409669521567843,composite,prime
7352,9.638825359925397,composite,composite
7353,14.458458920323507,composite,composite
7354,4.81955992357382,composite,composite
7355,4.819633530363374,composite,composite
7356,14.459121381437665,composite,composite
7357,4.819780713924081,composite,composite
7358,9.639708581401347,composite,composite
7359,9.639855714956768,composite,composite
7360,33.7400098998195,composite,composite
7361,4.820074961048025,composite,composite
7362,14.46044549353616,composite,composite
7363,4.820222024654728,composite,composite
7364,14.460886624436288,composite,composite
7365,9.640738096640403,composite,composite
7366,9.640885090363513,composite,composite
7367,4.820516032066135,composite,composite
7368,19.28235803590419,composite,composite
7369,2.4103314879571003,composite,prime
7370,19.282945731533196,composite,composite
7371,24.10404939943025,composite,composite
7372,14.462649950775472,composite,composite
7373,4.820956744003323,composite,composite
7374,9.642060322246499,composite,composite
7375,9.642207136575275,composite,composite
7376,12.052942413747962,composite,composite
7377,4.821250352760593,composite,composite
7378,19.28529492029823,composite,composite
7379,4.821397097443776,composite,composite
7380,43.39323409383847,composite,composite
7381,7.232315703538126,composite,composite
7382,4.821617139909896,composite,composite
7383,9.643380935054136,composite,composite
7384,19.287055140851837,composite,composite
7385,9.643674185940515,composite,composite
7386,9.643820781603308,composite,composite
7387,4.821983678709834,composite,composite
7388,7.233085435046227,composite,composite
7389,7.233195337150939,composite,composite
7390,9.644406965843881,composite,composite
7391,4.822276731164113,composite,composite
7392,57.868199633957886,composite,composite
7393,2.411211598960878,composite,prime
7394,4.822496416442588,composite,composite
7395,19.290278500246664,composite,composite
7396,10.85094635350875,composite,composite
7397,4.8227160126052695,composite,composite
7398,19.291156766140585,composite,composite
7399,7.234293540860961,composite,composite
7400,28.937613118346565,composite,composite
7401,4.823008668989175,composite,composite
7402,4.823081808370891,composite,composite
7403,4.8231549378722445,composite,composite
7404,14.469684172487717,composite,composite
7405,4.82330116724454,composite,composite
7406,14.470122801362452,composite,composite
7407,7.235171035691103,composite,composite
7408,12.058801093167398,composite,composite
7409,4.823593507542152,composite,composite
7410,38.58933254364515,composite,composite
7411,2.411869809255048,composite,prime
7412,14.471437977624506,composite,composite
7413,9.647771380105043,composite,composite
7414,9.647917422091627,composite,composite
7415,4.824031722190702,composite,composite
7416,28.94462834093904,composite,composite
7417,2.4120888574729435,composite,prime
7418,4.824250696561494,composite,composite
7419,4.824323668339315,composite,composite
7420,28.946379781692013,composite,composite
7421,4.824469582392206,composite,composite
7422,9.64908504934515,composite,composite
7423,4.824615457125761,composite,composite
7424,21.711097708894837,composite,composite
7425,28.948567755366987,composite,composite
7426,9.649668391097352,composite,composite
7427,4.824907088719586,composite,composite
7428,14.474939916229616,composite,composite
7429,9.650105691244352,composite,composite
7430,9.650251418718275,composite,composite
7431,4.8251985632900665,composite,composite
7432,9.6505428148352,composite,composite
7433,2.412672120872188,composite,prime
7434,28.95250239763819,composite,composite
7435,4.825489881006202,composite,composite
7436,21.715032086759358,composite,composite
7437,9.65127096219326,composite,composite
7438,4.825708266459153,composite,composite
7439,4.825781042036724,composite,composite
7440,48.25853807831974,composite,composite
7441,4.825926563847532,composite,composite
7442,7.238998965129041,composite,composite
7443,7.23910806982513,composite,composite
7444,7.239217159863505,composite,composite
7445,4.826217490165401,composite,composite
7446,19.30516078928763,composite,composite
7447,4.8263628947144745,composite,composite
7448,28.958613494074374,composite,composite
7449,9.653016520436577,composite,composite
7450,14.479742785004321,composite,composite
7451,2.413326793348902,composite,prime
7452,36.20044676482498,composite,composite
7453,4.826798874173971,composite,composite
7454,4.826871503292339,composite,composite
7455,19.307776490670868,composite,composite
7456,14.481050196908157,composite,composite
7457,2.413544666099979,composite,prime
7458,19.308647689448176,composite,composite
7459,2.4136172513957943,composite,prime
7460,14.481921220473604,composite,composite
7461,7.241069451695233,composite,composite
7462,19.309808742844243,composite,composite
7463,4.827524727236522,composite,composite
7464,19.310389036169916,composite,composite
7465,4.827669781131535,composite,composite
7466,4.827742293506293,composite,composite
7467,9.65562959233871,composite,composite
7468,7.241830933684984,composite,composite
7469,9.655919544741593,composite,composite
7470,28.96819347548625,composite,composite
7471,4.828104709756655,composite,composite
7472,12.070442909750586,composite,composite
7473,9.656499216695417,composite,composite
7474,9.656644086203347,composite,composite
7475,14.485183404494165,composite,composite
7476,28.970801301236676,composite,composite
7477,2.4142696446142193,composite,prime
7478,4.82861168523429,composite,composite
7479,9.657368143119179,composite,composite
7480,38.63005158565541,composite,composite
7481,2.4144144075894434,composite,prime
7482,19.31560468991223,composite,composite
7483,4.828973520107026,composite,composite
7484,7.2435687871025625,composite,composite
7485,9.658236372729375,composite,composite
7486,9.658381009997093,composite,composite
7487,2.414631406986267,composite,prime
7488,50.70801868953689,composite,composite
7489,2.414703701475605,composite,prime
7490,19.317918731844227,composite,composite
7491,9.659103906642693,composite,composite
7492,7.244436321051982,composite,composite
7493,4.829696465103557,composite,composite
7494,9.659537413061255,composite,composite
7495,4.829840938318439,composite,composite
7496,9.659826320939125,composite,composite
7497,21.734934178439566,composite,composite
7498,9.660115151744062,composite,composite
7499,2.415064884564258,composite,prime
7500,36.226514645689434,composite,composite
7501,4.830274126764825,composite,composite
7502,14.49103887344934,composite,composite
7503,9.660836891832048,composite,composite
7504,24.152452955330602,composite,composite
7505,9.661125453205264,composite,composite
7506,19.322539410112476,composite,composite
7507,2.415353484422572,composite,prime
7508,7.246168613334398,composite,composite
7509,4.830851172664044,composite,composite
7510,9.661846520342069,composite,composite
7511,9.66199067615959,composite,composite
7512,19.324269625571525,composite,composite
7513,4.831139465112846,composite,composite
7514,14.49363454272674,composite,composite
7515,14.493850661350898,composite,composite
7516,7.247033375609336,composite,composite
7517,2.4157138020562843,composite,prime
7518,19.325998459620873,composite,composite
7519,4.831571616120055,composite,composite
7520,28.989861646557745,composite,composite
7521,9.663431179652948,composite,composite
7522,4.831787562323149,composite,composite
7523,2.4159297626260976,composite,prime
7524,43.487383307545386,composite,composite
7525,14.496010267252704,composite,composite
7526,9.664150713317959,composite,composite
7527,9.664294562685859,composite,composite
7528,9.664438392943909,composite,composite
7529,2.4161455510242975,composite,prime
7530,19.329451992301557,composite,composite
7531,4.832434884554871,composite,composite
7532,14.497520284468733,composite,composite
7533,14.49773588664613,composite,composite
7534,4.832650486734799,composite,composite
7535,9.66544467010076,composite,composite
7536,24.16397086915658,composite,composite
7537,2.416433001540068,composite,prime
7538,4.832937822799372,composite,composite
7539,9.666019265983103,composite,composite
7540,28.998488601955202,composite,composite
7541,2.4165766124024226,composite,prime
7542,14.499675019293038,composite,composite
7543,4.833296778540226,composite,composite
7544,19.333474164540032,composite,composite
7545,9.666880588435763,composite,composite
7546,19.334048151165472,composite,composite
7547,2.416791885928993,composite,prime
7548,29.001932978521545,composite,composite
7549,2.4168636057403488,composite,prime
7550,14.50139675112548,composite,composite
7551,7.250805919659237,composite,composite
7552,19.335769198704835,composite,composite
7553,9.668027953508986,composite,composite
7554,9.668171288687045,composite,composite
7555,4.834157302445811,composite,composite
7556,7.251343426595804,composite,composite
7557,9.668601180400413,composite,composite
7558,4.834372219857333,composite,composite
7559,2.417221920018879,composite,prime
7560,77.35224721190377,composite,composite
7561,2.4172935259892627,composite,prime
7562,9.669317287487763,composite,composite
7563,4.8347302260425575,composite,composite
7564,14.504405396631169,composite,composite
7565,9.669746724499763,composite,composite
7566,19.339779664654134,composite,composite
7567,9.670032921241026,composite,composite
7568,24.175439978116593,composite,composite
7569,10.87910892264251,composite,composite
7570,9.670462074552805,composite,composite
7571,4.835302543931674,composite,composite
7572,14.506122123428279,composite,composite
7573,2.4177227644560766,composite,prime
7574,9.671034014484698,composite,composite
7575,14.506765428407512,composite,composite
7576,9.671319871190223,composite,composite
7577,2.417865692811331,composite,prime
7578,14.507408478662931,composite,composite
7579,9.67174851478509,composite,composite
7580,14.507837037419565,composite,composite
7581,14.508051274396173,composite,composite
7582,9.672176988743281,composite,composite
7583,2.418079943930544,composite,prime
7584,29.017387631617297,composite,composite
7585,9.672605293199013,composite,composite
7586,4.836374011853442,composite,composite
7587,9.672890735401007,composite,composite
7588,14.50955014242951,composite,composite
7589,2.41829402559196,composite,prime
7590,38.693275030601846,composite,composite
7591,2.4183653485347896,composite,prime
7592,19.347208023677766,composite,composite
7593,4.836873305377292,composite,composite
7594,4.836944595445604,composite,composite
7595,14.511047628380553,composite,composite
7596,21.76689216340577,composite,composite
7597,4.837158409338034,composite,composite
7598,9.674459323745824,composite,composite
7599,9.674601810061208,composite,composite
7600,36.280291041101854,composite,composite
7601,4.837443363224307,composite,composite
7602,19.350058313061,composite,composite
7603,2.418792891969437,composite,prime
7604,7.256485470371466,composite,composite
7605,21.769776752373094,composite,composite
7606,4.837799344780468,composite,composite
7607,2.4189352565047235,composite,prime
7608,19.351766687533665,composite,composite
7609,4.838012821404837,composite,composite
7610,9.67616792315233,composite,composite
7611,9.67631018479972,composite,composite
7612,14.514678641635125,composite,composite
7613,4.838297326014168,composite,composite
7614,24.191842144048465,composite,composite
7615,4.838439522267402,composite,composite
7616,33.869574244728234,composite,composite
7617,4.838581681179182,composite,composite
7618,9.677305493276307,composite,composite
7619,4.838723802769115,composite,composite
7620,29.032769097447073,composite,composite
7621,2.4194329435283968,composite,prime
7622,9.677873830436809,composite,composite
7623,21.775535703278063,composite,composite
7624,9.678157887178802,composite,composite
7625,9.678299887607348,composite,composite
7626,19.356883738828213,composite,composite
7627,4.839291916301982,composite,composite
7628,7.259044332886351,composite,composite
7629,4.839433851576247,composite,composite
7630,19.35801922104185,composite,composite
7631,4.839575749645984,composite,composite
7632,36.29735013551436,composite,composite
7633,4.839717610530692,composite,composite
7634,9.679577054069497,composite,composite
7635,9.679718868499709,composite,composite
7636,14.51979099653532,composite,composite
7637,4.8400012208229395,composite,composite
7638,19.360288400743134,composite,composite
7639,2.420071485134701,composite,prime
7640,19.360855324304897,composite,composite
7641,9.680569365217359,composite,composite
7642,4.840355524869193,composite,composite
7643,2.420213178930097,composite,prime
7644,43.56447463425694,composite,composite
7645,9.681135992086705,composite,composite
7646,4.8406388012403605,composite,composite
7647,4.84070959717755,composite,composite
7648,14.522341151572027,composite,composite
7649,2.42042558064108,composite,prime
7650,43.5682973650898,composite,composite
7651,4.840992688376547,composite,composite
7652,7.261595157076428,composite,composite
7653,4.841134178480056,composite,composite
7654,9.682409819332547,composite,composite
7655,4.841275631612021,composite,composite
7656,38.73077075455768,composite,composite
7657,9.68283409558351,composite,composite
7658,9.682975484061137,composite,composite
7659,14.524675281115687,composite,composite
7660,14.524887308454435,composite,composite
7661,4.841699769371727,composite,composite
7662,9.683540853403434,composite,composite
7663,4.841841074810521,composite,composite
7664,12.104779284251368,composite,composite
7665,19.367929373496803,composite,composite
7666,4.8420529638338845,composite,composite
7667,9.684247150164012,composite,composite
7668,29.053165062725782,composite,composite
7669,2.4211323849765813,composite,prime
7670,19.369341414324005,composite,composite
7671,4.842405928006882,composite,composite
7672,19.369905972932806,composite,composite
7673,2.4212735246311796,composite,prime
7674,9.685235192193504,composite,composite
7675,7.264032200608163,composite,composite
7676,14.528275986572478,composite,composite
7677,7.264243772182946,composite,composite
7678,9.685799383069165,composite,composite
7679,4.842970192431074,composite,composite
7680,48.43040684147164,composite,composite
7681,2.4215555833426214,composite,prime
7682,9.686363280095398,composite,composite
7683,9.686504208473846,composite,composite
7684,14.529967677765903,composite,composite
7685,9.686786010210442,composite,composite
7686,29.06078065073441,composite,composite
7687,2.4217669346546145,composite,prime
7688,14.530812863004256,composite,composite
7689,9.687349393736042,composite,composite
7690,9.687490193822839,composite,composite
7691,2.4219077439003303,composite,prime
7692,14.531657608614376,composite,composite
7693,7.265934363189289,composite,composite
7694,4.844026605567241,composite,composite
7695,24.220484799318246,composite,composite
7696,24.22083652508896,composite,composite
7697,4.844237641032046,composite,composite
7698,9.688615935817573,composite,composite
7699,2.4221891428251934,composite,prime
7700,43.600037348332975,composite,composite
7701,9.689037787475312,composite,composite
7702,4.84458918408807,composite,composite
7703,2.422329732656414,composite,prime
7704,29.06837842448582,composite,composite
7705,9.68960000078972,composite,composite
7706,4.844870254256869,composite,composite
7707,9.68988099800539,composite,composite
7708,14.53503220390411,composite,composite
7709,4.84508096115526,composite,composite
7710,19.380604714266905,composite,composite
7711,4.845221386871468,composite,composite
7712,14.535874758215533,composite,composite
7713,7.2680426642553275,composite,composite
7714,19.381727828675793,composite,composite
7715,4.845502129070394,composite,composite
7716,14.536716875630741,composite,composite
7717,2.422821222795432,composite,prime
7718,9.691425180429208,composite,composite
7719,9.691565451500972,composite,composite
7720,19.383411408803457,composite,composite
7721,4.845922969568095,composite,composite
7722,38.76794462283624,composite,composite
7723,2.42303158853126,composite,prime
7724,7.269199900791624,composite,composite
7725,14.538610044757707,composite,composite
7726,4.846273420239328,composite,composite
7727,2.42317174157852,composite,prime
7728,48.46413537008053,composite,composite
7729,4.846483581794713,composite,composite
7730,9.693107235038731,composite,composite
7731,7.269935466276531,composite,composite
7732,7.270040492688038,composite,composite
7733,9.693527340689435,composite,composite
7734,9.693667339689553,composite,composite
7735,19.38761464117816,composite,composite
7736,9.693947283392701,composite,composite
7737,4.847043614052545,composite,composite
7738,9.694227154730925,composite,composite
7739,4.84718353163744,composite,composite
7740,43.625281291837325,composite,composite
7741,2.4236617065339603,composite,prime
7742,14.542180020693278,composite,composite
7743,9.69492651672533,composite,composite
7744,25.449549129191094,composite,composite
7745,4.847603067540339,composite,composite
7746,9.695345917182209,composite,composite
7747,4.847742840619594,composite,composite
7748,14.543438140884419,composite,composite
7749,19.391530310476263,composite,composite
7750,19.39180973037881,composite,composite
7751,4.848022278557376,composite,composite
7752,38.78473692407528,composite,composite
7753,2.424080971726566,composite,prime
7754,4.848231762390862,composite,composite
7755,19.3932062892997,composite,composite
7756,14.545114119772933,composite,composite
7757,2.424220582595669,composite,prime
7758,14.545532844384983,composite,composite
7759,2.424290361035466,composite,prime
7760,24.243252435107348,composite,composite
7761,9.697440485964515,composite,composite
7762,4.848789989955613,composite,composite
7763,4.84885972794385,composite,composite
7764,14.546788370847857,composite,composite
7765,4.848999176974232,composite,composite
7766,9.698137776042003,composite,composite
7767,7.2737078851378625,composite,composite
7768,9.698416566378524,composite,composite
7769,4.8492779673153725,composite,composite
7770,38.794781139780405,composite,composite
7771,4.849417308663104,composite,composite
7772,14.548460897668019,composite,composite
7773,4.849556614153565,composite,composite
7774,14.548878760374256,composite,composite
7775,7.274543825707811,composite,composite
7776,43.64788954677509,composite,composite
7777,9.699670235272931,composite,composite
7778,4.849904721125207,composite,composite
7779,4.849974315665761,composite,composite
7780,14.550131703781274,composite,composite
7781,4.850113477911501,composite,composite
7782,9.700366091242572,composite,composite
7783,4.850252604392078,composite,composite
7784,19.401288616904697,composite,composite
7785,14.551175085377613,composite,composite
7786,9.700922454186928,composite,composite
7787,4.850530750131246,composite,composite
7788,29.103601585449066,composite,composite
7789,2.425334884713276,composite,prime
7790,19.402957062754638,composite,composite
7791,14.552426259090376,composite,composite
7792,12.127195578633097,composite,composite
7793,2.4254738504801447,composite,prime
7794,14.553051484660696,composite,composite
7795,4.851086613235351,composite,composite
7796,7.276734084011905,composite,composite
7797,9.702450979747212,composite,composite
7798,9.702589829669288,composite,composite
7799,4.851364330893332,composite,composite
7800,58.21720485662347,composite,composite
7801,4.851503136312797,composite,composite
7802,9.703145051356271,composite,composite
7803,14.554925718450757,composite,composite
7804,7.277566916597138,composite,composite
7805,9.703561280847868,composite,composite
7806,9.703699988460114,composite,composite
7807,4.851919339152069,composite,composite
7808,19.407954700768986,composite,composite
7809,9.704116004705728,composite,composite
7810,19.408509282544788,composite,composite
7811,4.852196630044517,composite,composite
7812,43.670393375220875,composite,composite
7813,4.852335222245209,composite,composite
7814,4.852404505042123,composite,composite
7815,9.704947557946216,composite,composite
7816,9.705086088080868,composite,composite
7817,2.426306150123184,composite,prime
7818,9.705363095186355,composite,composite
7819,4.85275078608313,composite,composite
7820,29.116920094310927,composite,composite
7821,14.558667709504551,composite,composite
7822,4.8529584484344825,composite,composite
7823,2.426513825759822,composite,prime
7824,24.265484228796335,composite,composite
7825,7.279749046733414,composite,composite
7826,19.41294083084373,composite,composite
7827,4.853304375427497,composite,composite
7828,14.560120602922673,composite,composite
7829,2.426721342176688,composite,prime
7830,38.82809460453765,composite,composite
7831,4.853580957951303,composite,composite
7832,19.414600326031703,composite,composite
7833,9.70743839247865,composite,composite
7834,4.853788302147754,composite,composite
7835,4.853857399235466,composite,composite
7836,14.561779462514135,composite,composite
7837,4.853995566957744,composite,composite
7838,4.854064637596809,composite,composite
7839,14.562401098272481,composite,composite
7840,43.68782477197837,composite,composite
7841,2.427135898326351,composite,prime
7842,9.708681664116773,composite,composite
7843,9.708819717322683,composite,composite
7844,14.56343662939144,composite,composite
7845,9.709095770936084,composite,composite
7846,4.854616885676274,composite,composite
7847,9.709371754181497,composite,composite
7848,29.128529158282255,composite,composite
7849,4.854823833547394,composite,composite
7850,14.564678395782133,composite,composite
7851,4.854961754855897,composite,composite
7852,14.565092107005576,composite,composite
7853,2.427549820517082,composite,prime
7854,38.8413485676404,composite,composite
7855,4.855237492100084,composite,composite
7856,12.138266011178757,composite,composite
7857,12.138438270178845,composite,composite
7858,4.855444202902423,composite,composite
7859,4.855513088966389,composite,composite
7860,29.133491797594004,composite,composite
7861,4.855650834802488,composite,composite
7862,4.855719694579079,composite,composite
7863,4.855788545597671,composite,composite
7864,9.71171477572098,composite,composite
7865,14.56777866410929,composite,composite
7866,29.135970276766294,composite,composite
7867,2.4280319310682863,composite,prime
7868,14.568398008195675,composite,composite
7869,9.712402935831793,composite,composite
7870,9.712540515381617,composite,composite
7871,4.856339038725517,composite,composite
7872,33.9948546771557,composite,composite
7873,2.428238287291603,composite,prime
7874,9.713090658821246,composite,composite
7875,29.139684453040292,composite,composite
7876,14.570048438621095,composite,composite
7877,2.4283757707568947,composite,prime
7878,19.42728104571681,composite,composite
7879,2.428444486311077,composite,prime
7880,19.427830700379435,composite,composite
7881,9.714052737699056,composite,composite
7882,9.714190107776751,composite,composite
7883,2.4285818651068056,composite,prime
7884,29.143394386964683,composite,composite
7885,9.714602113464183,composite,composite
7886,4.857369706929755,composite,composite
7887,9.714876696845288,composite,composite
7888,24.28753490606483,composite,composite
7889,9.71515121060586,composite,composite
7890,19.43057688277895,composite,composite
7891,4.857712827390596,composite,composite
7892,7.286672138089063,composite,composite
7893,7.2867750220549175,composite,composite
7894,4.857918595324508,composite,composite
7895,4.857987167258598,composite,composite
7896,38.86444584406198,composite,composite
7897,4.858124285074159,composite,composite
7898,9.716385661920063,composite,composite
7899,4.85826136816756,composite,composite
7900,21.862484535145246,composite,composite
7901,2.4291992082781904,composite,prime
7902,14.575400783226188,composite,composite
7903,4.858535430258186,composite,composite
7904,29.15162354464167,composite,composite
7905,19.434689637162133,composite,composite
7906,9.717481771622282,composite,composite
7907,2.429404676835481,composite,prime
7908,14.57663343861655,composite,composite
7909,4.858946263416999,composite,composite
7910,19.43605882123038,composite,composite
7911,9.718166277092319,composite,composite
7912,19.436606252539523,composite,composite
7913,4.859219979075944,composite,composite
7914,9.718576772743072,composite,composite
7915,4.859356785023841,composite,composite
7916,7.2891377625525635,composite,composite
7917,19.437974225629297,composite,composite
7918,9.719123858285736,composite,composite
7919,2.4298151466219275,composite,prime
7920,72.89547973068699,composite,composite
7921,3.6448252466631605,composite,composite
7922,9.719670667522557,composite,composite
7923,9.719807326691674,composite,composite
7924,14.579915952920201,composite,composite
7925,7.2900604449692175,composite,composite
7926,9.720217200732494,composite,composite
7927,2.4300884477346067,composite,prime
7928,9.720490363914438,composite,composite
7929,7.290470189748653,composite,composite
7930,19.441526916388156,composite,composite
7931,9.720899979506395,composite,composite
7932,14.581554725409246,composite,composite
7933,2.430293242624432,composite,prime
7934,4.860654720092712,composite,composite
7935,14.582168839010379,composite,composite
7936,21.87356023792474,composite,composite
7937,2.430429686517163,composite,prime
7938,36.45695680119082,composite,composite
7939,4.860995765358792,composite,composite
7940,14.583191845909617,composite,composite
7941,4.86113212332751,composite,composite
7942,14.583600868301613,composite,composite
7943,7.291902670436673,composite,composite
7944,19.445346383605614,composite,composite
7945,9.722809472533795,composite,composite
7946,9.722945736112841,composite,composite
7947,7.292311486908201,composite,composite
7948,7.29241365887429,composite,composite
7949,2.430838605995378,composite,prime
7950,29.170471856987863,composite,composite
7951,2.4309066992200066,composite,prime
7952,24.309407394095093,composite,composite
7953,9.723899101274291,composite,composite
7954,9.724035227793097,composite,composite
7955,9.724171337198758,composite,composite
7956,43.759383432730075,composite,composite
7957,4.862221752343923,composite,composite
7958,9.724579562779875,composite,composite
7959,9.724715603775957,composite,composite
7960,19.449703255360774,composite,composite
7961,4.862493817248731,composite,composite
7962,9.72512362423147,composite,composite
7963,2.4313148992216767,composite,prime
7964,14.588093328701188,composite,composite
7965,19.451062981956028,composite,composite
7966,9.725667412422657,composite,composite
7967,4.862901658402838,composite,composite
7968,29.177817612394055,composite,composite
7969,4.863037537201982,composite,composite
7970,9.726210927627793,composite,composite
7971,4.863173381903559,composite,composite
7972,7.294861937209662,composite,composite
7973,9.72661838504936,composite,composite
7974,14.590131255181236,composite,composite
7975,14.590334907247314,composite,composite
7976,9.727025689185792,composite,composite
7977,4.863580711593919,composite,composite
7978,4.863648570087639,composite,composite
7979,4.863716420076191,composite,composite
7980,58.36541113874045,composite,composite
7981,4.86385209454631,composite,composite
7982,9.72783983806428,composite,composite
7983,7.295981602531986,composite,composite
7984,12.16013885628997,composite,composite
7985,4.864123341518262,composite,composite
7986,19.456764528121088,composite,composite
7987,7.296388371081215,composite,composite
7988,7.296490031388005,composite,composite
7989,4.864394452645976,composite,composite
7990,19.45784883687273,composite,composite
7991,4.86452995731075,composite,composite
7992,38.916781575406375,composite,composite
7993,2.4323327140327238,composite,prime
7994,9.72946630146364,composite,composite
7995,19.459203459708142,composite,composite
7996,7.2973028559798205,composite,composite
7997,4.864936267912471,composite,composite
7998,19.460015826827703,composite,composite
7999,4.865071637038694,composite,composite
8000,34.05597516236925,composite,composite
8001,14.595620916967908,composite,composite
8002,4.865274627279038,composite,composite
8003,4.865342273781212,composite,composite
8004,29.19245947098763,composite,composite
8005,4.865477541431328,composite,composite
8006,4.8655451625834925,composite,composite
8007,9.73122555057975,composite,composite
8008,38.925443036420674,composite,composite
8009,2.4328739876868655,composite,prime
8010,29.194893376532523,composite,composite
8011,2.4329415708498816,composite,prime
8012,7.298926068313293,composite,composite
8013,4.866018274284825,composite,composite
8014,4.866085827929755,composite,composite
8015,9.732306746291515,composite,composite
8016,24.33110454967467,composite,composite
8017,2.433144219149694,composite,prime
8018,9.732711916482442,composite,composite
8019,17.03248214416887,composite,composite
8020,14.599472918596282,composite,composite
8021,4.866558467551999,composite,composite
8022,19.46650381529739,composite,composite
8023,4.866693431684571,composite,composite
8024,19.467043604539075,composite,composite
